Reviewer_Info,Condition_&_Time,Review_Text,Effectiveness,Ease_of_Use,Satisfaction
N/A,N/A,Have been taking medicine since January 2026 have lost 20lbs from mid January to beginning of April. No real side effects just a a little nausea and some gas but nothing serious. Beginning to take the 1mg this month!!!,N/A,N/A,N/A
N/A,N/A,"I started my journey back in October of 2024 on the wegovy. Starting weight was 211 and after a year being on the wegovy, I can happily say that I've hit my goal weight. I have lost a total of 66lbs. 

I've been able to maintain my weight especially around the holidays. I'm back to the way I was when my husband and I started dating.",N/A,N/A,N/A
N/A,N/A,"Lost 35 pounds in just over six months while maintaining the minimum dose during that entire time. Side effects minimal,  only constipation.",N/A,N/A,N/A
N/A,N/A,"Been taking for 19 weeks. No adverse side effects. No real hunger or cravings, decreased meal consumption, exercising regularly, lost 4kg, very disappointed. My results so far  can't justify the cost going forward.",N/A,N/A,N/A
N/A,N/A,"So the upside is the appetite is definitely more manageable. .5mg helped me maintain weight. 1 mg helped me lose.

One thing you have to learn about this medication is you should eat before you're hungry. I realized I could go half a day without eating and not notice it. Then when I was a little too behind on calories, I'd be hungry at night and couldn't sleep because I didn't eat enough. But you don't want to eat in the middle of the night because it can mess up your sleep a lot more because it...  may or may not cause nausea.

I am taking this with an SSRI because I have depression. So major factors I look for are hydration, mineral (salt/other electrolytes) intake, and quantity to avoid nausea symptoms. It's better to eat four 400 calorie meals or five 300 calorie meals a day to avoid all these aspects, and make sure you get fluids with foods. You will be generally full between 200-300 calories.

Avoid carbonated drinks, alcohol, too much marijuana, and some other drugs that mess with gastric emptying because they could actually be the things causing the side effects. Leafy greens really curb my nausea, I find. If the first day shot is really bad because of work stress or whatever/being too busy, I follow the BRAT diet for a day and a half, and eat my calories the same way. Make sure you get protein, because it's easy to lose muscle. Lower fats and less extremely sweet sugars (or sugars taken in very small bits) help avoid nausea, too, so lean proteins are great for this. Leave the last meal at least 3 hours before bedtime. It took a little nuance to figure this out. I definitely had to quit alcohol at 1 mg.  Read More Read Less",N/A,N/A,N/A
N/A,N/A,"Day 2 now and this has left it with the worst feeling ever in my entire lifetime. Took it in the morning on day 1 and ended up in hospital by night the next morning.

Within first hour taking I felt my appetite change massively. How ever! The side effects: vomiting, nausea, and stomach pains were so vicious and constant throughout I ended up in hospital, with dehydration, low blood pressure and god knows what else. I would never take this again and never recommend to anyone. The so called âside ... effectsâ are not worth putting your health what Iâm going through. Iâm home from hospital and still donât feel well.  Read More Read Less",N/A,N/A,N/A
N/A,N/A,"My first week on this wasnât too bad but, OMG this second week I canât wait for it to be over and will never be touching it again. The dizziness, nausea, headaches and shaking hasnât stopped. I have lost 3.5kg in 12 days though. Canât wait to feel human agin.",N/A,N/A,N/A
N/A,N/A,When I first started it I was spectacle about it but I've been taking it for like a month and and one week I lost almost 20 lb already I'm surprised how good it was I was like I almost lost 20 lb in a month. That's insane,N/A,N/A,N/A
N/A,N/A,Have been taking meds for seven weeks and have only lost four pounds.,N/A,N/A,N/A
N/A,N/A,"Lots of nausea, vomiting, and gi issues (constipation & diarrhea), sulfur burps, increase in acid reflux, and became fully lactose intolerant on this medication. I can't tolerate any dairy or acidic foods now or I end up throwing up and having diarrhea. I switched to Zepbound and had no issues, but unfortunately, insurance won't cover it, so I get to go back to being sick every day on Wegovy or discontinuing.",N/A,N/A,N/A
N/A,N/A,"This is an update to my prior review of Wegovy. This review will tell you why I stopped taking Wegovy entirely. Recently, I have had major side effects with Wegovy. I found that I was urinating 3 times more than the average person should urinate in a given day. Also, more importantly, I sometimes have great difficulty in peeing at all. During a trip to Iowa, I had extreme trouble peeing on my driving trip out there. So, not only do you pee too much on Wegovy, you also can have major difficulties...  in peeing at certain times. When I realized this, I stopped Wegovy immediately. Losing only eight pounds is not worth it when you empty your bladder with great difficulty.  Read More Read Less",N/A,N/A,N/A
N/A,N/A,"Been on Wegovy now for 6 weeks after changing from mounjaro. 
I have lost 0 pounds on it so far. Had a little weight loss of a couple of pounds but that was artificial as Iâd not stopped vomiting and have diahorea so there was nothing in me. Once Iâd managed to eat and keep it down, those few lbs were put back on.  
I was hoping the change to wegovy would have been ok as I had extreme vomiting on mounjaro but itâs the same on this. Out of 7 days I feel rubbish for 4 of them, lack of energy, shak... es, nausea, diahorea, sulphur burping and the weight loss is limited to non existent. I wonât be continuing on the injections. Iâm eating ok when it stays down, my calorie intake when food stays down is less then 1200 calories a day and not eating rubbish. Iâm exercising 20-30 mins a day and itâs just not working.   Read More Read Less",N/A,N/A,N/A
N/A,N/A,"I started Wegovy 6 weeks ago. The first week I lost most interest in all foods. Week two experienced some nausea. End of week 3-6 I am throwing up daily, bad diarrhea, and no desire to eat. The weight is falling off because I can't keep anything down. The constipation adds to the nausea. The weight is coming off and my sleep has improved. But is it worth it?? Will the bad symptoms go away eventually??",N/A,N/A,N/A
N/A,N/A,"Hello,

I lost 25lbs on .25 wegovy dose between February 25th and May7th(about 10 weeks). I went from 178lbs to 153lbs. I am a male, 5'6"". I was already exercising for 45-50 minutes a day for 6 days a week, but I could not loose the weight. Wegovy helped me control my appetite mentally resulting in fewer calory intake and boom, the weight started to came off. I also have fatty liver disease and have recently seen some studies showing promising results with this drug. I sometimes have mild bloati... ng and stomach cramps, but not extreme.  Read More Read Less",N/A,N/A,N/A
N/A,N/A,"I have experienced moderate side effects. Nausea, indigestion, sweats and slower bowel movements. Weight loss started to ramp up after week 2 on the 1mg dose. I have lost 7kgs in 4.5 months. Have just started the 1.7mg dose and excited to see the results. This has definitely helped me after trying everything before even considering medication. I am active and on my feet every day but could not get my cravings, hunger and calories intake down after having my 3rd child.  My opinion is that it is w... orth the moderate side effects that come and go. I feel happy within myself again and am so much more motivated. I have also been advised that overtime they will subside. Fingers crossed!   Read More Read Less",N/A,N/A,N/A
N/A,N/A,"have been taking for 4 months, only lost 10 pounds. have had bad side effects , headache, bloating ,gas, burping always. constipation, pain in my arms. has anyone had throat pain?? have had throat pain the whole time. will not keep taking.",N/A,N/A,N/A
N/A,N/A,"I started taking it in May of 2024 and as of February of 2025 I lost 128 lbs.. Wegovy is a great tool along with a healthy diet. I highly recommend this to anyone trying to lose weight, don't get discouraged, you won't start to notice a major difference until you're about 3 months in.",N/A,N/A,N/A
N/A,N/A,Pissed off .my 4th injection pen wouldn't work,N/A,N/A,N/A
N/A,N/A,"I lost over70 lbs, I started with the 25mg, then it was increased to 50mg, then 100mg, and lastly to 170mg. This was over about 6 months. The weight has stayed off. I also got walked a lot for exercise. I lost the cravings that I had.",N/A,N/A,N/A
N/A,N/A,"I was prescribed wegovy to help with weight loss due to chronic injuries of my legs. I have not been able to shift my weight due to not being able to move without pain. Prior to taking it I had just tried the svelte diet plan and had actually lost 2kg in the 11 days detox. I decided to keep following the food suggestions within this diet plan whilst taking wegovy.

I kept losing weight by small amounts whilst taking 0.25 and 0.5 amounts. I had a small amount of nausea and tiredness but that was ... only in the first two days of taking the injection. I've just completed my 4th injection of 1.0 and at this dosage the weight has been falling off. I have been waking up in the night with indigestion but have found sleeping on my left side eases this.  

I am no longer waking up and walking in pain, im no longer limping and feeling so much lighter. My belly has gone and i can see down there again. I've lost 12kg so far and am so thankful for wegovy in helping me shift this weight off.

The only complaint i have is the shock of finding out as the dosages go up the price goes up by a ridiculous amount! I'm in Australia and the doses from 0.25 to 1.0 were $260 per month. I filled my first script for 1.7 it has gone up to $380!!

I will be speaking with my doctor to let her know she needs to inform her patients that the costs increase with the dosages.   Read More Read Less",N/A,N/A,N/A
